date,time_step,observed,simulated,residual
1992-04-20,1206,5299.604979387934,5.45689843588319,5294.148080952051
1992-04-21,1207,6492.016099750219,6.20000881784423,6485.816090932375
1992-04-22,1208,5813.00421176614,6.993031742661287,5806.011180023478
1992-04-23,1209,4769.644481449141,6.520662120811055,4763.12381932833
1992-04-24,1210,3676.600954450379,5.618710929227814,3670.9822435211513
1992-04-25,1211,2815.41514529984,4.853756117118845,2810.561389182721
1992-04-26,1212,2202.64831955811,4.3033751666222235,2198.344944391488
1992-04-27,1213,1755.494149422253,3.876499491809326,1751.6176499304438
1992-04-28,1214,1465.6720021119754,3.530678783785811,1462.1413233281896
1992-04-29,1215,1275.2174481652216,3.243873387696845,1271.9735747775248
1992-04-30,1216,1157.6324626850517,3.0013287163439974,1154.6311339687077
1992-05-01,1217,1078.1383879942327,2.7934385786820997,1075.3449494155507
1992-05-02,1218,985.3953008549439,2.613480017739575,982.7818208372044
1992-05-03,1219,867.8103153747742,2.4569097391334043,865.3534056356408
1992-05-04,1220,758.505962674898,2.321009600980082,756.1849530739179
1992-05-05,1221,650.8577365310806,2.2021585411218414,648.6555779899587
1992-05-06,1222,518.3676120463823,2.0971011711172043,516.2705108752651
1992-05-07,1223,463.7154356964442,2.0034069605570943,461.71202873588715
1992-05-08,1224,438.87353735556326,1.9193197227918,436.9542176327715
1992-05-09,1225,417.3438921267998,1.8435228784607167,415.5003692483391
1992-05-10,1226,387.5336141177427,1.7749638872312472,385.7586502305114
1992-05-11,1227,362.6917157768617,1.712833711931704,360.97888206493
1992-05-12,1228,370.9723485571553,1.7143975080559235,369.2579510490994
1992-05-13,1229,390.8458672298601,1.755219469375702,389.09064776048444
1992-05-14,1230,417.3438921267998,1.6728062624227715,415.671085864377
1992-05-15,1231,394.15812034197756,1.6130763399385222,392.54504400203905
1992-05-16,1232,397.470373454095,1.6013132714659015,395.8690601826291
1992-05-17,1233,955.5850228458868,2.1629905651886565,953.4220322806981
1992-05-18,1234,2401.3835062851576,3.2647416784318755,2398.1187646067256
1992-05-19,1235,2169.5257884369353,3.066001481430722,2166.4597869555046
1992-05-20,1236,1530.2609377982658,2.736542288492709,1527.524395509773
1992-05-21,1237,1073.1700083260566,2.5419116339331493,1070.6280966921236
1992-05-22,1238,826.4071514733059,2.3878123067222994,824.0193391665837
1992-05-23,1239,804.8775062445425,2.5052097487030225,802.3722964958395
1992-05-24,1240,862.841935706598,2.7838224035870134,860.0581133030109
1992-05-25,1241,758.505962674898,2.5237773051193306,755.9821853697787
1992-05-26,1242,639.2648506386695,2.349859191104271,636.9149914475652
1992-05-27,1243,551.4901431675569,2.2223327869992806,549.2678103805576
1992-05-28,1244,485.2450809252077,2.1107777500305906,483.1343031751771
1992-05-29,1245,445.49804357979815,2.012447290335472,443.4855962894627
1992-05-30,1246,400.78262656621246,1.9252002203399639,398.8574263458725
1992-05-31,1247,346.1304502162744,1.8473265893482647,344.28312362692617
1992-06-01,1248,316.3201722072173,1.7774474614991136,314.5427247457182
1992-06-02,1249,289.8221473102776,1.7144466101145788,288.10770070016304
1992-06-03,1250,263.32412241333793,1.6573937656275772,261.66672864771033
1992-06-04,1251,230.20159129216336,1.605509270795476,228.5960820213679
1992-06-05,1252,211.98419917551735,1.558144727655867,210.42605444786147
1992-06-06,1253,200.39131328310623,1.5147553692368025,198.87655791386942
1992-06-07,1254,183.83004772251894,1.4748768113722661,182.35517091114667
1992-06-08,1255,175.5494149422253,1.4381108804956626,174.11130406172964
1992-06-09,1256,175.5494149422253,1.4041123036243814,174.14530263860092
1992-06-10,1257,168.92490871799038,1.3725854985234107,167.55232321946696
1992-06-11,1258,160.64427593769673,1.3432794085715813,159.30099652912514
1992-06-12,1259,155.67589626952056,1.3159752734402417,154.35992099608032
1992-06-13,1260,152.3636431574031,1.2904818057904943,151.07316135161258
1992-06-14,1261,144.08301037710945,1.2666312109457274,142.81637916616373
1992-06-15,1262,132.49012448469836,1.2442754496560526,131.2458490350423
1992-06-16,1263,125.86561826046342,1.2232833411794917,124.64233491928393
1992-06-17,1264,147.3952634892269,1.3490973893296248,146.04616609989728
1992-06-18,1265,241.79447718457448,1.6017051668972706,240.1927720176772
1992-06-19,1266,319.63242531933474,1.5217968607829473,318.1106284585518
1992-06-20,1267,289.8221473102776,1.4537603491469375,288.3683869611307
1992-06-21,1268,251.73123652092684,1.4156632819781927,250.31557323894864
1992-06-22,1269,221.9209585118697,1.3832731331832204,220.5376853786865
1992-06-23,1270,197.07906017098878,1.3533062479461428,195.72575392304265
1992-06-24,1271,192.11068050281258,1.34081961184157,190.76986089097102
1992-06-25,1272,180.5177946104015,1.3397433539294816,179.178051256472
1992-06-26,1273,205.35969295128243,1.3057079061675265,204.0539850451149
1992-06-27,1274,197.07906017098878,1.2787876519337458,195.80027251905503
1992-06-28,1275,197.07906017098878,1.255736600037011,195.82332357095177
1992-06-29,1276,190.45455394675386,1.2452700726727164,189.20928387408114
1992-06-30,1277,172.23716183010785,1.2431712421571133,170.99399058795075
1992-07-01,1278,182.17392116646022,1.2168803669245163,180.9570407995357
1992-07-02,1279,261.6679958572792,1.2744902488747702,260.39350560840444
1992-07-03,1280,422.31227179497597,1.4247803648325372,420.8874914301434
1992-07-04,1281,491.86958714944257,1.4155136005278535,490.4540735489147
1992-07-05,1282,432.24903113132837,1.3555037537392804,430.89352737758907
1992-07-06,1283,342.818197104157,1.3225182837477834,341.4956788204092
1992-07-07,1284,278.2292614178665,1.2967360819833165,276.93252533588316
1992-07-08,1285,238.48222407245703,1.2725928107086641,237.20963126174837
1992-07-09,1286,230.20159129216336,1.259715773633761,228.9418755185296
1992-07-10,1287,231.8577178482221,1.262462681398869,230.59525516682325
1992-07-11,1288,245.10673029669192,1.249507205249884,243.85722309144205
1992-07-12,1289,314.6640456511586,1.4131907615020078,313.2508548896566
1992-07-13,1290,727.0395581097822,1.932023217551003,725.1075348922312
1992-07-14,1291,877.7470747111265,2.1351885400664243,875.6118861710601
1992-07-15,1292,720.4150518855472,1.9329452312950077,718.4821066542522
1992-07-16,1293,558.1146493917918,1.8310501924094709,556.2835991993823
1992-07-17,1294,432.24903113132837,1.7636283386558143,430.4854027926726
1992-07-18,1295,349.4427033283919,1.7025257436136614,347.7401775847782
1992-07-19,1296,308.0395394269236,1.6469790430953681,306.39256038382825
1992-07-20,1297,288.1660207542189,1.616318471669064,286.54970228254984
1992-07-21,1298,276.5731348618078,1.6015834806778293,274.9715513811299
