solution_id,NSE,LogNSE,G_thresh,x1,x4,x2,CTG,Kf,x3
1,0.23600574340257896,-3.776807993508964,0.0030563193136950023,668.8064518482572,6.473634545971562,0.28564185887403415,835.6632423171262,0.9999999856717482,1.0000069882777236
2,0.009237463406356006,-3.07589141117505,10.0,102.87841504345991,8.36811349614971,0.22307973819721508,780.3345011472423,0.9999999832573166,1.0000021344671686
3,0.2067915868347162,-3.3213363942881973,0.09183450179413577,366.89639505360736,6.512084787196233,0.22035195744902955,659.7671563108886,1.0,1.0000040391522687
4,0.2358723761586694,-3.7422683677218957,0.13618399501744374,646.8720188340153,6.474149511576552,0.28579067613904213,733.5756539545143,0.999999999713298,1.0000068103938
5,0.23585047225330147,-3.733407727930916,0.1784075829377897,641.5110287717285,6.473529036807917,0.2854601132812319,827.1110202361668,0.9999999998824012,1.0000066976623183
6,0.024224486218664354,-3.0765501354570945,9.999833977630425,110.75966458777017,8.370880478070697,0.22250316455841918,853.4623338774844,0.9999999818088643,1.0000024774541911
7,0.0547262613422802,-3.0826185946991886,9.87636798402698,129.19962052085904,8.368859211306546,0.2150024223129111,636.2472754250911,0.9999999997187979,1.0000004440280552
8,0.06157770818512609,-3.0862011829439364,0.34834403441683737,136.51981868562598,7.452749982874038,0.2197261368082102,817.6997741358591,1.0,1.00000757624898
9,0.07079905611102377,-3.0892413723451586,9.967329309811673,142.94901155541237,7.463315951912805,0.22294157688339308,853.40501607603,0.9999999817492428,1.000000026615175
10,0.23531356513186164,-3.6723581009665374,0.35018826114213164,603.6994505905867,6.498062946951614,0.28311991082759,573.0590153310173,0.9999999649642746,1.0000074944698607
11,0.2343869936160996,-3.635280602943162,0.10291303529037785,589.7621746017552,6.478862660881625,0.2602274057455572,665.693459738093,0.9999999984280913,1.0001040438478832
12,0.23342038259262032,-3.5905945055532564,0.1045884489554996,559.8807282310585,6.483231979748413,0.26092169491687256,909.7448188068232,0.9999999984455942,1.0001036362451003
13,0.08772516426153765,-3.0988077196967554,9.385146171129065,156.47652655448618,7.421241832768603,0.2207039143593527,792.8373860936535,0.9999999999999173,1.000011487943916
14,0.09378565447138443,-3.1030515172764,10.0,161.06231936913224,7.447214519092204,0.22290314955640078,632.8567060751358,0.999999981312566,1.0000013861477581
15,0.10215422960863652,-3.1094961165554738,0.29947570697715226,167.9251519244225,7.540158873404202,0.2096481268343914,956.5868644192576,1.0,1.0000107250121721
16,0.11128809995171096,-3.1166391920424585,9.958884906514609,177.36816792520082,7.4315592974010825,0.20964317716044636,852.2829863851349,0.9999999816709283,1.0000287651863835
17,0.12168076127339611,-3.1299881978865214,9.386396000886592,188.9683716979409,7.4212896201958936,0.22329318020969557,903.846155076222,0.9999999990166467,1.0000114402527225
18,0.1304309935885518,-3.1391863697676348,9.615948969892347,198.83028741442823,7.488015173283294,0.21486325682260773,851.988289170574,0.9999999986087227,1.0000027370035167
19,0.13661513925273294,-3.1470891610750487,0.1012656694725001,205.7479367478613,7.530929750393664,0.21246285478237073,974.7179611190385,0.9999999994365868,1.0001089377178647
20,0.22788207354893164,-3.483205966266075,0.08950406324267474,481.892617095387,6.457560657916043,0.26162027238620805,620.9547508536366,0.9999999685675701,1.000106231895841
21,0.14291548338564453,-3.1599468570682463,9.999964138276468,216.64158877405342,7.431725501446001,0.2085803345218497,927.9944929756364,0.9930041704371755,1.0000002227072067
22,0.22458654488956675,-3.4791476245849573,9.373372801759878,495.7003972465948,6.45077919484317,0.2205581525926586,629.8962750337014,0.9999993351090232,1.000011525501143
23,0.22380954487990867,-3.437433987922236,0.00020958113915658244,446.6982213952538,6.479569029071183,0.26025939829170436,830.4518947605075,0.9999999697274751,1.000105789127635
24,0.1502467745918259,-3.170260432557625,0.630504436777116,224.67438441949326,7.516813251244686,0.22293854393798276,779.8900489040134,0.9999999830768204,1.0000019175852326
25,0.15481249488472626,-3.1824153217438784,0.05944264715869685,239.53138827544595,6.450787979276741,0.2097914709470025,949.1529289175335,0.9999993620039762,1.0000008350423146
26,0.16741998499877853,-3.214068942074425,0.16090343791446543,259.0886112593953,6.471985708501002,0.2420017368637366,862.5567960332535,0.999999999987104,1.0000067931300496
27,0.18055759897629864,-3.235940482186277,9.999958488606259,286.9436327733941,7.421045722601871,0.2107223029637872,872.5245553613153,0.9999999999993915,1.0000003676293046
28,0.21787706327845446,-3.394232998393906,0.015333956660904147,432.6211651290646,6.481363038512321,0.21089204492543073,784.5987891329296,0.9999999995280399,1.0000079386720762
29,0.2162703200343672,-3.3746685788334734,0.06426867665942251,405.7436830976536,6.536364432347659,0.23882045077647462,803.730626998539,0.9999999999946682,1.0000287568090043
30,0.1834670994469053,-3.2424601537672197,0.3135501906900249,294.99045118431883,6.467177357833272,0.21599674208163527,979.4427838594676,0.9999999993903281,1.0000003637275408
31,0.19260288275183568,-3.272982286912928,9.695194234180057,325.2696846844889,6.499932095277222,0.2093560026280525,953.702370854671,0.999999981459865,1.0000013041622084
32,0.19924753841250076,-3.2912682217738203,0.10074220553582958,342.68792056642354,6.438109414040517,0.21044488907440556,640.902380129872,0.9999999639782801,1.0000034576345669
33,0.2047956313024657,-3.312354316072785,0.0019773790053794343,359.0204576458285,6.473634545971562,0.2200096896839077,835.6632423171262,1.0,1.0000041731215048
34,0.21125673197018024,-3.346860940507155,0.0017824216032349405,393.5118130749456,6.474190433202704,0.20887294154726332,827.4631303946104,0.9999999999977877,1.0000013893212323
35,0.19454448752919273,-3.2809394187005116,0.4194346852432979,322.02029961016353,7.523078640544069,0.2204286875582341,661.0236944737368,1.0,1.0000111378026195
36,0.2300728093048242,-3.5151368552881985,0.00033410595596716774,506.1165216721543,6.457496478916551,0.2612057600902012,836.2354533351163,0.9999999660374143,1.0000115228525401
37,0.23204454066515445,-3.5587413798639833,0.3866162326348086,527.1951186296765,6.474148615776329,0.28062134355370666,761.5242463459451,1.0,1.0000025875426601
38,0.04458689123501336,-3.0801714763018495,9.987349669036101,122.94214534929395,8.366121885273877,0.22334422105174712,843.7923721526784,1.0,1.0000040938774253
39,0.0788755802723915,-3.092934255020367,9.680520862287436,148.77892802054043,7.4506034810083825,0.2103292570825099,798.5291267098744,0.99999999940113,1.0000004508493647
40,0.23338190004792903,-3.5892451497054925,0.04876255207418326,559.0621004023093,6.472292491219964,0.26087571517812047,907.4347910493223,0.999999997794004,1.000100277899562
41,0.23599545212524364,-3.7742101884569195,0.0030563193136950023,667.0604774597459,6.4736649474897705,0.2858178442890945,834.4746428099772,0.999999978088498,1.000007631812043
42,0.2309795943209091,-3.538696552075775,0.47430986343353987,513.0391450125635,6.473666493121334,0.27963175852656574,816.2044071354013,0.999999978092094,1.0000075940949702
43,0.027526349488131818,-3.077440122629029,9.671031427595283,111.77370354517666,8.403263802442625,0.21037311364151243,795.9547335907782,0.9999999812230046,1.0000003929867378
44,0.2356279487978019,-3.70321271552952,0.39030685292895795,624.6564075390764,6.473666493121334,0.28060666524507133,792.8175351591433,0.999999978092094,1.000005714485577
45,0.10095300115226769,-3.108225858558649,0.4141630496003996,166.7160516404552,7.512842901660913,0.20964508547024976,703.8652390857167,1.0,1.0000115397845224
46,0.2232331896359293,-3.4327391056730407,0.00033410595596716774,442.4922785070717,6.457560657916043,0.26121673545884455,833.2898723303616,0.9999999680621151,1.0001057353255016
47,0.03693410423760757,-3.078911776806094,9.587753170330902,117.58497531520715,8.493230704990715,0.22146202665523362,843.8341425378172,0.9999999998667509,1.000003256868109
48,0.03433480013450252,-3.0778902556784526,9.987203677848232,116.63214538253186,8.36756087684114,0.22304334171264317,843.8051250792755,0.9999999999994849,1.0000057441974286
49,0.16172050157862938,-3.1912896353619864,0.11299601786691671,245.894626385823,7.5789032729303845,0.20870717545775144,693.3685837985997,0.999999965568867,1.0000115228525401
50,0.23533755503111797,-3.6884310067997887,0.2979977501218418,619.744954545085,6.472208926915831,0.27012669988440063,820.8349373619508,0.9999999780813122,1.0000056655185245
